// Otomatik olusturulan dosya

RM_a3611242-4721-44d1-9bd8-55ae8fd67a9f = "Bekleyebilirim. Sanirim."
RM_8f9efb68-25cc-4622-9aa8-8051001b6a9e = "Çok üzgünüm Eliza. Bu ögleden sonra Matematik dersinde görüsürüz?"
RM_99858d85-7b05-4669-be1d-045eaa620c4b = "Efendim, Savunmaya Efendim adi verildi."
RM_53df6121-c864-4891-a709-84a72da442e6 = "Bana ihtiyacim var. Özür dilerim."
RM_97c9a8f2-889b-4f26-9d20-17db9a4048be = "Acele edin efendim."
RM_84bd1196-e7b0-4324-ab58-47520d39bde1 = "VHS: Albert Wellen QC S2.02"
RM_36b1ad4b-172c-4a5b-83f6-2d5e743a9412 = "Size 5 Temmuz gecesi yazdim..."
RM_b8b5e4df-ca3b-463b-a473-a67b0c58bade = "... müvekkilim pasta sefi Greggs'in çatisinda *degildi*!"
RM_ee43e44b-72dc-4755-80d2-1407e59c1810 = "Aslinda Basildon Kontu'nun hayatini kurtariyordu."
RM_7afb52f9-c008-40c2-8a51-4ab17f4baa4e = "... bir böbrek bagisi yoluyla."
RM_f8e16559-0a0e-4f3f-95da-40bc2ca3082b = "<mahkeme salonundan soluk soluga çikar>"
RM_b13b1bf7-c135-409a-a8a7-21c7e3e89194 = "Itiraz!"
RM_76082010-083f-4337-af6c-f43b394a4093 = "Lordum, Kraliçe'nin Danismani daha on yedi yasinda!"
RM_d92b4739-a14c-4774-bdd4-6b81987cb5a4 = "Reddedildi!"
RM_9a5a4fb6-91c6-40d5-bd24-fbfe6a658f86 = "Bay Wellen, bu tuhaf iddia için herhangi bir kanitiniz var mi?"
RM_557e43c6-27ea-4a13-8b37-67f4efd3ad62 = "Iki kanitim var!"
RM_fa7282d3-8ba5-462d-a73d-d5a16b6e8356 = "Ilk olarak, Bay James'in üzerindeki yaraya bir hamur isi kesici UYGULAMADI!"
RM_4b51e3c8-f3ba-46a9-9308-1735aefb4624 = "Ama bunun yerine cerrahin nesteriyle!"
RM_ee479228-3608-460c-a8df-52bf57b146a2 = "Ikincisi!"
RM_a336df6d-5554-4451-aac6-a78d3a42a9e7 = "Savunma, Basildon Kontu'nu aramak istiyor!"
RM_eb63b8b5-2536-4dbe-a4d5-1d0449c178cf = "Bunu nasil yapiyor? Daha on yedi yasinda!"
RM_8cfb9911-3545-4507-b8e4-c07e2dec491b = "VHS: Albert Wellen QC S2.03"
RM_883dd248-20c9-442d-903c-bd42c4e1b7e0 = "Yani, tabii ki buna ... ikinci dereceden bir denklem olarak bakarsak."
RM_ef9d00d5-1c54-4fd4-9c54-77fe55f0e215 = "Ah, demek Bay Wellen QC'ye katilmaya tenezzül ettiniz?"
RM_e4a1992b-1da6-4cef-b141-4246765c43d1 = "Çok üzgünüm efendim. Mahkemede bana ihtiyaç vardi."
RM_5e64eccd-7f36-4c50-b36a-430a809c7115 = "Ve tabii ki Yüksek Mahkemedeki rolünüz egitiminizden daha önemli?"
RM_8ad1c9cb-6431-4061-9bac-4d946b7b4409 = "Otur oglum. Oyalanma."
RM_64f039ef-9226-436f-b766-10daf3d1f67c = "Orada, Bayan Tupper-Waring'in yaninda."
RM_c6da3976-53f0-41c9-8e26-369c60e23da5 = "Merhaba Eliza."
RM_5270c1bc-3e62-4622-a972-7ba1131c0284 = "Seninle konusmuyorum."
RM_dcaf3898-f14c-4cff-b1e1-1746bd643ff4 = "Neden olmasin?"
RM_b6b3d011-5106-4734-b657-7a5b6b376704 = "Tuhaf olurdu."
RM_f0e84b9a-2d9e-462c-8082-787c03d596dc = "Edmund Fothergay-Stroud tarafindan Wetherspoons balosuna davet edildim."
RM_192c7fce-c574-49e8-8c8c-c75c15225ec8 = "Fothergay-Stroud? Adam bir canavar!"
RM_68b95a44-7b78-4bc0-ab1b-273e3e9af686 = "Benim için zamani var Albert."
RM_dcb39650-f167-44fc-9d3c-1d7f69222899 = "O her zaman... Kraliçe'nin Danismani olmak için acele etmez."
RM_6d7381ee-4e21-42c7-af5b-9f939a6a45e7 = "Ama Ingiliz yargi sistemi..."
RM_88df41b2-4b12-4419-a8d1-2dedeca4a8a7 = "Ingiliz Yargi Sistemi zerre kadar umurumda degil!"
RM_1ba271f7-5762-4dfa-a810-e0e9a2f1e625 = "Sessiz olun! Yoksa hepiniz okuldan sonra geride kalirsiniz!"
RM_817140ce-4ff0-4d3a-9733-bfbce085bb4b = "Sikinti."
RM_2f4543d1-1cbd-48e8-b589-73c7ed427a0e = "VHS: Albert Wellen QC S2.04"
RM_4c8360cd-0dc1-4f2b-96e0-ed5ad1d06b28 = "Bay James, bu mahkeme sizi suçsuz buldu..."
RM_04f8ea65-bc76-4457-b17b-c0fc53e3494b = "... Pastaci Greggs'in saldiri ve hirsizlik suçlarindan."
RM_ff78528e-f4b0-4715-bddf-c971debc904e = "Bu mahkemeden özgür bir adam olarak çikabilirsiniz."
RM_f2de435b-ba4a-4249-b9c8-47a3d7043f57 = "Albert Wellen QC tarafindan yapilan olaganüstü savunma olmasaydi..."
RM_cb7f26f3-729f-497f-ac2f-ce8f588888e4 = "Kim sadece on yedi..."
RM_ff5e7db3-8a91-4e05-90f0-db7e845a0aa1 = "Gün çok farkli olurdu."
RM_b168632e-f345-480d-834b-545d7be7ea6b = "Tebrikler Bay Wellen."
RM_291f8965-6ce1-4694-9cba-c89cfa8dfc62 = "Bay Wellen? Neredesiniz?"
RM_4d7e0289-a3ec-4825-98b5-569149dadae1 = "Efendim Wetherspoons Balosuna gitti!"
RM_e3116dd8-7086-4d83-833f-f0845b4f9544 = "Öyleyse birakin Tanri onunla gitsin. Oglan harika."
RM_9492f8ba-343e-477d-a374-08a2eb05fe93 = "<Mahkeme Salonunda Alkis>"
RM_742b5ec0-d481-4bdd-ae78-24d0f6cc9122 = "VHS: Albert Wellen QC S2.05"
RM_bab4d1a5-f93f-4043-ac8e-ef2ca664aea1 = "Albert, Albert sen misin?"
RM_be84a19e-2da3-48d9-b583-d92a89740065 = "Ben Eliza. Sorun ne, neden burada Wetherspoons Ball'un disinda agliyorsun?"
RM_51dbfff4-2a48-459e-845b-de546d096eaa = "Beni içeri almadilar. Kimligim var."
RM_6a39da5b-4b50-4184-bd4a-b6b08672661e = "Ama Fothergay-Stroud. O... o..."
RM_0fbf0b4b-0e74-4a84-8f17-00fd11afde8c = "Içeri sensiz girdi, degil mi? Canavar!"
RM_1302c3d0-67de-4195-ade4-0cc71c9f5a67 = "Ah Albert. Yasal basarindan biktigim için üzgünüm."
RM_8fcebdc2-c852-41d4-a629-38b9cc9a14ac = "Eliza'yi anliyorum."
RM_6c42ac36-de92-4d1a-9c35-f28b4519f1fe = "Tiger Tiger'a girmeyi deneyelim mi?"
RM_0d20940c-baea-47f8-b45a-756515453b0b = "Ah Albert."
RM_e38c9653-3190-459b-90d5-acad94a44341 = "Evet, bu dünya demek olurdu!"
RM_ba87a10d-46bf-4990-bb33-30da04bdea99 = "Ve o gün, sevgili günlük, benim günümdü."
RM_2c9fd190-2ec5-4eb7-afd4-f3f793067396 = "Hukukun zirvesi, sevginin alçakligi ve..."
RM_ae47f722-c6fc-4a6c-8cee-ee0c00d794d2 = "Hayatin gerçekte ne anlama geldigine dair kisa bir bakis."
RM_c40c95da-5674-4936-a5ca-17c2f2f43bad = "Yarin baska bir gün."
RM_b95b1ed2-07ae-4652-8114-970fe08062cc = "Yine bir hukuk günü... ve sevgi."
RM_328b6d1f-3414-456e-b7ec-2977cf748112 = "Albert Wellen QC..."
RM_15e1b0fc-3164-4c4a-a191-77f023459858 = "Mahkemede görüsürüz..."
RM_652f4b35-fe6f-4357-9fda-3f204abef922 = "VHS: Kapici"
RM_33a76474-6116-47d2-b1a9-dfd71e31ed30 = "Kapici"
RM_c85e0fbb-9adf-4bd4-b7fb-17c515ed8891 = "Sizinle ilgilenecek... Pentagon silahli teröristler tarafindan ele geçirildiginde onlari durdurabilecek tek bir adam var - Pentagon'un hizmetlisi Jack Kleenly! 1990. Derece R siddet için."
RM_c85d421c-e458-4aef-9b75-e042792bd083 = "14 silahli teröristi indirdiniz..."
RM_0893c0fa-ead2-4cdf-87e5-6e12c1525b56 = "... bir nükleer savas basligini etkisiz hale getirdiniz ..."
RM_d4974933-db6c-44e5-98c3-776b4d2c74fd = "... ve simdi de Baskan'a ahmak dediniz!"
RM_42752164-f360-41b3-a1d4-7087a0a0d61c = "Sen de kimsin?"
RM_a02115d5-e17f-4d97-9795-f7529734113e = "Ben sadece kapiciyim."
RM_04c76021-b39c-459d-9bff-2c160e208584 = "Kapici?"
RM_34f72688-6b0b-4ee5-8f9c-48b8bdd189f2 = "Pastaya geri dönün!"
RM_f83076ff-41d4-4b82-86a2-6d2e3cb82166 = "Kahretsin!"
RM_6844c819-56f8-4564-adad-550765645b7e = "*silah sesi*"
RM_4f602774-66c4-4f1e-8fe2-308f16c7bf61 = "Egil!"
RM_d7c103fb-94b8-43b7-b141-5bb754352ed6 = "Pasta patlayacak!"
RM_e3b05045-b7d2-4752-a39b-ceb88d9eb580 = "Sansliyim ki... bu pisligi temizlemek için buradayim."
RM_53678152-20f5-4a59-b3f5-57a3da5dbf5e = "VHS: Hayatta Kalma Içgüdüsü"
RM_c31f4997-2bff-41d7-a97d-6628ac2dfe49 = "Hayatta Kalma Içgüdüsü"
RM_ad6d6ec6-b170-4b08-8b12-0eef5e328fc6 = "Öldürmek için yasadi... Eksantrik milyarder Bay Nolan bir 'yatak odasi kazasinda' ölünce, Nolan'in genç metresi Holly, Dedektif Joey Langella'yi tuhaf, erotik, yari sanal bir ortama çeker. "oyun bitti"nin ölüm anlamina geldigi dünya! 1992. Siddet ve gereksiz çiplaklik nedeniyle X olarak derecelendirildi."
RM_d2824871-b164-409f-a9aa-ae24625bb62d = "Bay Nolan ile hiç oyun oynadiniz mi?"
RM_5a8dbe5f-8f9c-4fd5-81c2-6d207a7eb043 = "Elbette."
RM_4be2a2e3-a5c2-49dd-bd4b-175dad2062c3 = "Ne tür oyunlar?"
RM_ff56cc1c-4cbc-410b-9852-cb307db6d518 = "Hayatta kalma oyunlari."
RM_5f6f6ece-5137-4bed-aa1b-5328009673f5 = "Hiç hayatta kalma oyunlari oynadin mi Greg? Çok güzeller."
RM_ea37f8a8-f69d-43d5-9487-731d802e4ad2 = "<erkek nefes nefese kalma sesleri>"
RM_c892a2fb-a3e9-4eb9-8e10-75ee1f4ca81c = "Oyun oynamayi seviyorsunuz, degil mi?"
RM_6cf5ca02-6949-45a1-82cd-a2ed77f9ccd4 = "Bilgisayar bilimi diplomam var, bölge ile uyumlu..."
RM_48ed246c-8132-4a9d-8a0c-805f6b2d1a6d = "... oyunlar eglencelidir."
RM_4319105d-d07d-43db-bee1-c0a365153d0e = "Bu... hayatta kalma oyununda Bay Nolan'in arabalarina bindiniz mi?"
RM_e083f427-901d-4816-91a4-0165ebe786c1 = "Bir kiz asla söylemez..."
RM_6847deee-b5f1-45ef-a3e1-d6f7f2971f58 = "VHS: Köpek Cin"
RM_92099489-4a20-4257-98e5-093957b6064e = "Köpek Goblini"
RM_2e47bd0c-1fed-453a-82ed-68baa27dfe30 = "Adini söyleme... Köpek Goblin yüzyillardir Bloodtide Dagi'nin altinda mühürlendi. Geriye kalan tek sey yerel bir efsane... adini ay isiginin aydinlattigi bir havuza söyleyin dagin yamacinda dört kez ve kanli ve korkunç bir intikam almak için yeniden ortaya çikacak. Bir grup genç kampçi efsaneyi çürütmek için birbirlerine cüret ettiginde, Köpek Goblin geri dönme sansini yakalar! R. 1990."
RM_d2ef58bf-191b-4544-82ef-ff7680be452f = "Köpek Goblini'ni hiç duydunuz mu?"
RM_c5de47b7-cdce-4d71-a33f-5e58558bec56 = "Parmaklari kesilmis..."
RM_6d312823-0d05-4e87-a7f7-8b8a4c467898 = "... ve kanli ellerinde elektrikli pençeleri var."
RM_59c061ae-6314-4362-96f9-67bc8b1c3b72 = "Ay isiginin aydinlattigi bir havuza bakarsaniz..."
RM_d5054613-2b67-4df1-b70c-22d6fd494954 = "... ve onun adini dört kez söylüyorsunuz..."
RM_798e6ffb-bae9-44d3-ab77-cc9afd9bec5a = "... arkanizda belirecek..."
RM_dbe7a9b2-a05a-4257-b0c9-2096e0a661a3 = "...ve hayatinizi isteyecek..."
RM_18105f69-3e52-4b46-8b62-aa37a9afd904 = "...bazi çok özel parametrelere bagli."
RM_fd59d198-c30d-4593-9c00-dce620586af2 = "Ya hayir dersem?"
RM_0362816c-ce1f-417a-9dc0-bc46f1e60316 = "Hayir demeye cesaret edemezsiniz."
RM_90c643b0-6de2-47e5-8721-3cda96546151 = "Köpek Cin."
RM_e9a4a87a-e288-4264-81b9-bd76bf91e163 = "Hayir, yapma!"
RM_06c7b29a-ef42-404b-ba0d-6f082c345666 = "Köpek Cin! Köpek Cin! Köpek Cin!"
RM_534c087a-3f10-4bd0-9336-3c1193d21e83 = "Hepimizi öldürecek!"
RM_7e6b54a9-ce2a-4b95-b799-9b275076017b = "<aci ve ölüm sesleri>"
RM_9538bba8-b976-47a5-b31b-c7a7a61a31bd = "VHS: Küresel Savasçi"
RM_521f9fe1-732b-4abb-ad20-1d4b5fa9edc8 = "Küresel Savasçi"
RM_42150102-af3e-4dda-aab3-47ae45766cda = "The Dead Fight Back... Vietnam Savasi'nda öldükten yüz yil sonra, Keith 'Woolly' Jackson yeniden savasma sansi yakaliyor! Yari cyborg GW-35 olarak dirildi, Woolly, psikopat eski komutanini devirmeli ve onun "ölümü"nün ardindaki gerçek gerçegi ögrenmelidir! 1992. R."
RM_dd73610a-fc52-4489-9efe-55bd9e672faa = "Sen kimsin? Neden bu kadar solgunsun ve..."
RM_b7b60d4d-8ba0-4cc3-882c-02a313dfdbb9 = "... bu vizör size nasil bu kadar yakismis?"
RM_849cbe02-7f50-4b34-a2ae-fc30a5aaf78e = "Peki o Avrupali adam neden az önce çig biftek yedi?"
RM_28d7f4d5-679b-4d64-af2c-d07c33ea27a2 = "Bunlarin hiçbiri mantikli degil!"
RM_b8fd7ab0-b244-4321-8b1a-8e3e7e245d5f = "Sen... tamamen yaniliyorsun."
RM_c87e3db8-ca24-467d-b070-ca050b73ee11 = "Geri döndü!"
RM_d5335e33-01b2-4e63-814e-08845f6bf2bb = "Hosça kal pislik!"
RM_b9bfda4d-de97-424a-b3ba-84a0ea74ff3b = "Güle güle... pislik."
RM_5ccaf8a3-e13a-4bdd-ab3c-2c48b408b2e1 = "*agir makine gürültüsü*"
RM_58798e2e-ef17-4891-86b6-4b1cb17af070 = "*susturma*"
RM_5eb5e146-f5f9-4bef-a3d1-fce9336c81c2 = "Parçalar halinde dinlenin..."
RM_21ff5f9e-4b9f-419a-a6eb-5ccb63ccaa4e = "VHS: Asçi Gösterisi E1"
RM_fd1af304-90f3-4d7e-a8a1-598a8d270668 = "Asçi Gösterisi"
RM_a5341933-860e-4020-9f37-97f77432a699 = "Bölüm 1: Kek"
RM_64318b86-aece-4f80-b401-ae62f5190e39 = "Nasilsiniz? Asçi sovuna tekrar hos geldiniz!"
RM_a0eede9d-e5fd-493b-a191-f073e4121ac5 = "Size Kitten Knives - Fine American Cookware tarafindan getirildi."
RM_e30245f3-70ad-4503-b636-ecb303b8c08e = "Alay etmeyi birakalim!"
RM_92b85178-ee18-4a5e-a67a-a184c61d0a75 = "Neden burada oldugumuzu biliyorsunuz.."
RM_1d72cef4-a4ac-4dcd-9679-ed4650d443c3 = "Kek!"
RM_7d3ce2ec-634e-427f-b5aa-91955a16bed7 = "Önce bir hamura ihtiyaciniz var - bir kase alin ve karistirin..."
RM_8784d640-f175-4ee0-97fb-f74d492842aa = "Un! Tereyagi! Seker! Yumurta! Maya! Süt!"
RM_03ea6a81-c7c9-4302-82eb-33d5725f7f83 = "Hepsini anladiniz mi?"
RM_f544b33e-5483-43e4-97fc-a6fe5b02d67d = "Hepsini bir Firin Tavasina ekleyin ve... biraz lezzet katin."
RM_0a6df861-e39c-4bb9-888f-ff764a5d2ab9 = "Bugün muz, çilek kullaniyorum..."
RM_88108679-c51d-444f-8de8-9af84a3b4c4e = "Ve bir miktar limon."
RM_9bc8656b-b3c3-4116-b6d7-2037d823751b = "Ardindan firina verin ve lezzetli olsun!"
RM_387f7039-f6f2-4f15-8ee0-0348efab3bf9 = "Bu kokuyu yenemiyorum, ha?"
RM_0dc6af6b-f478-458c-ab10-7a541663cbde = "Yarin görüsürüz!"
RM_08265ea3-f212-46ca-a1c8-467d50460ce6 = "VHS: Asçi Gösterisi E2"
RM_9b10a612-7d37-4845-a35f-e61130fbe8da = "Bölüm 2: Çorba"
RM_97c2b005-f0d1-4227-8cc5-06e6fa5aee4a = "Asçi Sovuna tekrar hos geldiniz millet."
RM_04869eee-e904-42cb-8ee1-4e0becba828b = "Size Kitten Knives - Fine American Cookware tarafindan getirildi"
RM_4eaea140-e441-488d-8d35-3250b7bca6b1 = "Bugün besleyici bir Tavuk ve Eriste çorbasi günü."
RM_f97687c1-51dd-4db7-8757-dc8c918cf138 = "Sizi bilmem ama iyi bir tavuk çorbasi mi?"
RM_73853235-5138-4947-8fdd-fcabab1e2676 = "Her seyi çözer."
RM_b2629ab2-26d0-42bd-a016-8bfdf314f89c = "Besleyici, moral yükseltici..."
RM_f352b6df-d96b-4fb1-a8e2-d4d0fa1aafc6 = "Ev kokusu, biliyor musunuz?"
RM_9676be03-67ea-40f9-b468-c04e8b00ea0a = "Baslamak için biraz pismis tavuga ihtiyaciniz var."
RM_38eda7eb-dc72-452e-9a8f-7e6507cdd7ce = "Kizartin, kizartin, pisirin - seçim sizin."
RM_f9728b9f-a311-4c60-a857-caf911dd29e4 = "O zaman kendinize bir kap su alin."
RM_2dbbf85d-ce06-4b44-a76d-3bcaa5921fbf = "Ekleyin, kaynatin ve ekleyin..."
RM_a723bae5-c4c6-4319-814c-f9dda37d16eb = "Dolmalik Biber, Sogan, Patates..."
RM_610eafc1-2bbe-497f-8fc6-9eb4fbd66dd7 = "Bir seyin bayatlamasi önemli degil."
RM_3f4765af-8fcf-439d-9590-c7255d772b88 = "Çorba her seyi düzeltir."
RM_31eb082f-9469-45fd-84e9-2e5fb84002d6 = "Öyleyse kuru ramen eristelerini ve..."
RM_3ea6ad0a-1fb8-4819-8524-b031e6954fdd = "Birkaç kat biber."
RM_d280c8ab-2c84-4bd2-9b24-5d0f51e094f4 = "Bam! Tavuk ve Eriste çorbasi."
RM_72024cfa-1b19-45e6-9bf9-975239a011ae = "Yagmurlu bir günü hafifletme garantisi."
RM_5dc8c43e-a9c9-45d2-b834-1367810e2c96 = "Yarin görüsürüz!"
RM_d9acbdfd-ba72-4aff-93f9-0930845371a9 = "VHS: Asçi Gösterisi E3"
RM_7f57b66c-20a6-4ea3-a5c2-9d3fb5b4e032 = "Bölüm 3: Güveç"
RM_2baa1c9c-1bf7-4fce-8c56-14f3ad064c61 = "Hey! Cook Show'dasiniz!"
RM_0d03b69b-68ba-4556-a458-bbc40997fadf = "Ailem açik havada yasayan tiplerdir."
RM_edc3b3f2-3118-4b06-8e6f-3d897901903f = "Böylece buzdolabim biraz ilginç olabilir."
RM_b6d1747c-3086-4363-a877-cfede9aeb86c = "Pisirebildigim ve çok iyi pisirebildigim bir sey tavsan."
RM_c634b787-761f-471e-b087-007039dec950 = "Artik tavsan hafif bir tat, yani bugünkü güveçte..."
RM_859c8190-dfa0-4143-9f37-b156d316810f = "Pastirma ile destekleyecegiz."
RM_7b1e097f-3ea0-4438-ae33-04569b1ff570 = "Pastirmayi herkes sever, ha?"
RM_8516963d-6545-4598-86b7-5ca68ccc0621 = "Tavsan etinizi pisirin, ardindan bir tencereye su ekleyin..."
RM_daa60b5b-43c9-4cfb-8f23-dc48853d5043 = "Pastirmanizi, domatesinizi, soganinizi ekleyin..."
RM_ed376572-7701-4ca5-a925-67cea8864a03 = "... isterseniz havuçlariniz."
RM_d37a66f0-9d10-4461-b57e-1e685be3b5d2 = "Öyleyse, benim gibiyseniz, lezzet için biraz tuz."
RM_585cf31c-779d-4adb-8454-c2582e311400 = "Yetmis dakika yüksek isi size yeter."
RM_d942418f-501e-4136-9ffd-84154e0f8b10 = "Bam! Iyi görünüyor ha?"
RM_8b2917e8-6d8a-44c1-b730-d13027098890 = "Açsaniz ikiye veya dört kaseye bölün."
RM_b9d75870-8037-4f0a-8b26-8343a25c4ec3 = "Yarin görüsürüz."
RM_89bb626a-ac81-4dd7-bb60-aa8838601ce5 = "VHS: Asçi Gösterisi E4"
RM_9862d8ea-2f5d-49ab-a0ea-8840255588fc = "Bölüm 4: Salatalar"
RM_e6b4d102-e3d2-48ee-9119-2af1b69c296c = "Simdi, geçen gün tartiya çiktim."
RM_a5d604b2-9c6e-404e-acb2-35e70955a2e2 = "Sok oldum millet!"
RM_21b985b6-458c-4de4-9236-05590b3c14b3 = "Beni saglikli yasami öven bir sov düsünmeye sevk ettiniz mi?"
RM_62e24c2f-4a16-4ce1-968c-9d761f9c2559 = "Iste burada - Özel Salata."
RM_66994448-f2d8-4b1f-9070-a4cbadd90e66 = "Yapraklarin olmasi, kaldiracaginiz anlamina gelmez."
RM_a97f2f84-e464-4968-93bb-c451fd76ba07 = "Bir kase alin - ve taban olarak biraz marul atin."
RM_74678a79-c45a-48c0-a668-81f779b7f366 = "Sonra peynir, jambon ekliyoruz - ve neredeyse Bam'a geldik!"
RM_21464593-7f45-491a-9fdf-d1c309ed5113 = "Biraz mayonez ekleyelim..."
RM_bd2a5cc3-438f-4936-9f86-3bfcd447f40a = "Belki biraz daha mayonez..."
RM_80e3af5e-3bd4-446e-9442-e5109f48f413 = "Bam!"
RM_3ac8d238-e683-45cc-bc2e-70df3669f79e = "Hafif ve lezzetli!"
RM_d171b378-7295-480f-b043-592145c797e7 = "Fazla uzatma, olur mu?"
RM_216d8431-daf7-4df0-b9d5-2196c96dad27 = "Bunu buradaki ekibe vermek için sabirsizlaniyorum!"
RM_a7182576-fb24-4f6d-abac-6c215f2ad68e = "VHS: Asçi Gösterisi E5"
RM_a6e2bacb-340a-4a9c-a580-cb58ef161f9c = "Bölüm 5: Kizartma"
RM_973da122-0c52-4b3e-bd21-8ec955f13a6b = "Asçi Sovu ile geri döndünüz!"
RM_c5685772-ec37-4bd1-9f6b-e799801e633f = "Bugün, bir tava ile Asya'nin tadina bakiyoruz."
RM_c265a0d8-abe6-4ebb-b411-521ca28a15c1 = "Simdi, bununla caninizi sikmayin..."
RM_7d7ecff0-3f6b-48b0-ab4e-0378a1120cd3 = "Süper keskin Kedi Biçagi."
RM_a3405256-ca3c-4afd-ab9e-20f92ab76ee6 = "Domuz etini parçalara ayirin ve kizartmaya atin."
RM_abdeb9e9-a3f9-4009-beff-b4b6495ec0b0 = "Sonra biraz taze sebze ekleyin."
RM_a27d1e53-7077-4141-8ed8-be1aadf17f45 = "Baslangiçta sogan, ardindan Dolmalik Biber ve Patlican kullaniyorum."
RM_ebc317f1-cae4-4447-bcfa-f88f6003c496 = "Açsaniz biraz eriste deneyin."
RM_3e652267-1e42-4c46-aca4-2af58c28e875 = "Gördünüz mü? Yemek yapmak eglenceli ve kolay olabilir."
RM_4f632608-ba01-4ad1-8cfd-98f28a561fdd = "Ve her zaman sagliklidir."
RM_22411dbe-7659-4ff8-abfe-173ea1e87e82 = "Yüzünüzü gülümsetiyor ve..."
RM_ab11a189-e128-4b63-a86c-5a6839f00851 = "Adimlarinizda bir yay!"
RM_3ef25096-68ab-4c81-8f78-f8a380cfbaad = "Simdi harika bir gün geçirin!"
RM_7dd28b0c-ea7c-4e61-affa-86106091b90c = "VHS: Asçi Gösterisi E6"
RM_46535094-9836-40ef-b789-0aca1f171128 = "Bölüm 6: Sandviçler"
RM_9c64b1cc-11f9-4293-9a5e-293505bf96e4 = "Merhaba. Cook Show'a tekrar hos geldiniz!"
RM_1bd49c59-c444-480e-a003-bb254270128b = "Artik sürekli duyuyorum - neden bu kadar basit?"
RM_c6510cca-8d42-48d0-accb-b6fd55d9ad0d = "Size neden bu kadar basit oldugunu söylüyorum..."
RM_b9af2b73-de74-4be9-be7b-5a1e4c00ad43 = "Saglikli yemek pisirmeyi olabildigince kolay hale getirmek istiyorum..."
RM_5ffba95c-2581-4137-b3b8-2f3e6063e9fb = "...Spiffos'ta sirada bekliyor veya Pizza Whirled'da oturuyor."
RM_c2c0439f-c02e-4293-badd-2a390437b2a8 = "Artik BLT'yi seviyorum."
RM_3906f6ab-121b-4739-8680-fdc8f1d7a9af = "Bu bir Pastirma, Marul ve Domatesli sandviç."
RM_418ddf87-9a4a-4a94-ae6e-abeded60f312 = "Ekmek Tanri'nin Armagani."
RM_03f64966-4b3c-4957-a1bc-fe64ddbe8c57 = "Hadi birlikte yapalim!"
RM_ee52b6e7-950e-4f70-a09f-fe414b1d90e9 = "Önce - pastirmayi siz pisirin."
RM_b491e820-e36f-450a-ab17-045d374e43b5 = "Ben çitir çitir severim ama caniniz nasil isterse öyle yapin."
RM_87872e0e-492d-43df-ae09-187b0f12f1e5 = "O zaman ekmeginizi alin ve pastirmayi ekleyin."
RM_ae1f11ac-b11d-443e-9119-759c9779105e = "Sonra domates ve marulunuz."
RM_433b5acf-d537-4bcf-ba92-317a09da5ec5 = "Fazla marul degil."
RM_bf2f9174-121c-477e-969c-0e7b4f761ff7 = "Ve güm! Bu kadar kolay!"
RM_10a7d2ba-ea0a-4b84-990d-a40df43abdbc = "Tipki annemin yaptigi gibi!"
RM_369464f9-bc8e-4fac-b049-8f06a93a0519 = "Biraz daha dekadan olmak istiyorsaniz? Tek kelime:"
RM_48b81130-5524-4655-9c1d-2efe0f75d053 = "Et köftesi!"
RM_2e4de657-c2f8-47a1-ae06-79b661714aaf = "Hepsini bir arada tutmak için benimkini bir yumurta ile yapiyorum!"
RM_88be6ce0-8303-4991-bff4-e594110c9f99 = "Sulu bir burgere kim karsi koyabilir?"
RM_4951ae5f-0dfa-46e3-ab3c-1d4c94703d39 = "Yarin görüsürüz millet!"
RM_e6a52f32-648b-4ad7-a7c5-05950798bdaf = "VHS: Asçi Gösterisi E7"
RM_f98d5d7c-d036-4dce-9d0c-c0ba52446130 = "Bölüm 7: Turta"
RM_43567f3b-fa4f-48b6-88c2-a26ba0c0ff85 = "Nasilsiniz? Bu Yemek Sovu!"
RM_a4289273-dc56-4ffa-88fe-3483097403ee = "Bugünün tarifi bir aile favorisi: turta!"
RM_c02b5bd8-e7e9-4762-9350-70933e6d6b26 = "Visneli turta türü degil..."
RM_efdbeec9-b68f-413d-9e0d-0026771022c1 = "Lezzetli, doyurucu ve saglikli tuzlu bir turta..."
RM_878afcbf-9610-40e2-8e63-fc5f99dcc84d = "Koyun eti, pirasa ve havuç!"
RM_9b4465fe-bf82-4dde-84ca-fbf000d5d304 = "Önce pasta tabaniniza ihtiyaciniz var."
RM_8c2aff68-3e77-4e1d-b95d-f39d62033ba6 = "Biraz un, maya, seker ve tereyagini karistirin."
RM_d9fe7d1a-0694-4ee3-893a-cb83e7600d2a = "Oklava ile tüm bunlari kullanin..."
RM_37c8665e-c2d7-4ea7-bca2-ddb2fc5c1ae2 = "Iste Turta Hazirlama!"
RM_67cba2ac-d44f-478f-8c95-d605581aae02 = "Kuzunuzu veya koyununuzu, pirasalarinizi ve havuçlarinizi sarin."
RM_64fa976d-ad89-4845-b0a3-3068ca1b1867 = "Ve tadina göre baharatlayin!"
RM_075c0c24-78af-459f-8a48-7d1cb035b952 = "Ve pisirin!"
RM_ed78b417-af83-4fe1-aa5a-cb4806095c6b = "Yarin mikrodalgada çay içerken görüsürüz..."
RM_19dddd16-86b7-462a-a8d3-e0cb6f5f329b = "...Geshden'den özel bir misafirle!"
RM_65319278-26d8-4433-a447-04f8dd0c79c0 = "VHS: Woodcraft E1"
RM_8beec5f7-8ed1-4093-ac4c-3f7b14f4d2af = "Agaçlik"
