// Archivo generado automáticamente

RM_75de3160-5877-4762-b279-92e354531032 = "Eres la persona más popular de Ballincoolin, padre".
RM_fa4f712f-3a1f-4f67-a93f-2f42b8737feb = "Un respaldo suyo podría ganarme fácilmente la elección".
RM_6b43272e-2e35-4404-a8cf-74b6e415dcc4 = "Lo siento Sr. Rourke, pero no".
RM_cf452608-943c-4ff0-8d8f-1d0808ae216f = "żDifícilmente respaldarás a Kavanagh?"
RM_74775e1b-2da7-4537-9fc9-250051b6c776 = "No apoyo a nadie. No creo que la Iglesia deba involucrarse en la política local".
RM_109cdb5e-f06d-4263-9dc4-1c4364b57569 = "Apóyame, padre, y encontraremos el dinero para arreglar el techo de la iglesia".
RM_53e616ba-12ce-40ca-acde-26e1dfcf3a7e = "Tal vez incluso un auto nuevo para ti".
RM_0edb9256-e785-461a-9ad8-8eacf7d0ac41 = "Ese es un pensamiento horrible, Sr. Rourke. Soborno y corrupción. Por favor, váyase. Ahora".
RM_4ef40095-d6b3-4ea1-b83f-2b1ed4103c18 = "Me presentaré a las elecciones. Paddy Moore, concejal. Suena bien, żno?"
RM_af54f1f1-eb3a-4993-8c35-c3345d6883d9 = "Ah Da, no lo eres. No sabes nada de política".
RM_14b09453-09db-4ca7-be7b-75e8aac6afed = "Sé que los Rourkes y los Kavanagh han controlado esta ciudad durante demasiado tiempo".
RM_d5bd9e0d-db92-4b41-b3cf-3dfb01cb229d = "Y sé que con su ayuda, Padre, puedo ganarlo".
RM_8c6bb07d-b6f5-4cd1-a9d8-b8a89250f46e = "No sé si debería..."
RM_1a342d20-3ab6-4447-9be6-36de2a0a5d6d = "ˇY por un voto, Paddy Moore es elegido!"
RM_873c29f1-8b81-45fb-887f-bc475b49be8e = "ˇLo logré! ˇLo logré! Todo gracias a usted, padre Mullen".
RM_6aa688dd-f64c-4f62-8efe-d30923b9d35a = "Eres un buen hombre, padre".
RM_4fe63879-1dc1-4d7c-9106-962bea6eae18 = "Lo hice por ti, Jacinta".
RM_f228f652-cd9d-4a16-bd85-f69006edb417 = "Estoy enamorado de ti".
RM_beacd1dd-a48c-4b4f-832a-ad51620555e0 = "VHS: Ballincoolin S1.05"
RM_ac439dab-e900-4159-b1db-032107a970ba = "S1.05 - La partida"
RM_3cc50b37-07b5-4ff2-85f1-6fb4a5a9247a = "No, no, no. He permanecido en silencio el tiempo suficiente. Hiciste un voto..."
RM_874ba614-7223-4fd8-9480-818ccd4a1a2b = "Pero Padre McCarthy, lo que Jacinta y yo tenemos es casto. Es inofensivo..."
RM_229f2e74-2b62-4110-a0ac-32227ea1ca74 = "żY cuánto durará eso? żCómo puede un hombre resistir las tentaciones de Londres..."
RM_2b9607f3-83d0-43ec-adf1-a4f334e37716 = "...y caer en los susurros de Satanás en Ballincoolin?"
RM_4144cc91-6589-4075-ac25-8d213471115d = "Tienes que elegir, David: el sacerdocio o Jacinta".
RM_77ba582c-20ee-46dd-856f-b9136c0135c8 = "Nunca podría pedirte que lo dejes todo por mí, David".
RM_23f75af7-9ea5-4c5c-9cc1-8a40ab18f077 = "Sé que no lo harías. Eso es lo que lo hace tan difícil. Si me lo pidieras, lo haría".
RM_71f90793-d8a2-428f-ba78-2bdbe5bb9e99 = "Me voy de Ballincoolin esta noche y vuelvo a Londres".
RM_a700bfcc-d467-44b2-9a0c-05245068953c = "Oh, David, no puedes..."
RM_c886e839-244e-4a2d-b554-abf9325aed0f = "Tengo que Jacinta. Tengo que".
RM_99138d76-6353-45c6-8022-5a8c675da939 = "No tenías que venir conmigo al aeropuerto".
RM_7147508b-7014-4c47-8a6d-2c5cee3b4d96 = "Sí, lo hice. Porque solo ahora, cuando no hay elección, puedo armarme de valor".
RM_77f36cc4-50a0-41b0-9110-90334477dc58 = "Deja el sacerdocio, David. Quédate conmigo. Cásate conmigo".
RM_8012da4a-a00e-46ca-a645-89db82e26564 = "Pero no puedo. Debo irme. Es demasiado tarde. Es demasiado tarde..."
RM_a5590d2f-f23b-43f9-ac2f-ed304e5d4668 = "No es demasiado tarde. Nunca es demasiado tarde".
RM_05e83d28-6484-40e9-9a8f-082008e644f7 = "Bueno... żpuedo llevarme de vuelta a Ballincoolin?"
RM_9e6dc1f0-fed4-4988-9773-d537c8711f3e = "<risita>"
RM_0db2e334-8a63-4766-aaf6-6ab2070f1569 = "VHS: Equipo espacial S3.01"
RM_d27b0d52-8f4c-49c3-bdf4-d82e4070f4e2 = "Tripulación espacial"
RM_8c02a8dd-438f-422c-b629-aa0481eaccef = "S3.01 - El contrabandista de Jansarian"
RM_eebb3bd6-a01d-48e3-b0c2-70d367bfcab6 = "[img=music]Música espacial inspiradora.[img=music]"
RM_b6ba60c7-0840-4045-acbd-1bc9edd896fc = "Fecha espacial 7431A. Seguimos en las proximidades de la galaxia Aurora..."
RM_463fe54d-6f2b-4428-bf21-b33ff3883143 = "... pero no puedo encontrar nada en las coordenadas de la seńal de socorro".
RM_26c86fb9-c28c-4367-b959-b67cfcfcc54a = "Capitán, tengo algo en el radar secundario".
RM_613124f3-d360-4c7c-8e43-c97b2cad03f2 = "ˇLa nave dańada está allí, pero es invisible!"
RM_a57d4f2c-4b96-42bd-8f3f-e2e500cfc097 = "Nave en peligro, aquí el capitán Juan Xiping de la nave espacial Silk Road".
RM_e77508d2-5f0f-426b-820f-f147ac7d9ce2 = "Por favor responda".
RM_7e7ef911-660a-4711-9f7c-80bd09e353e2 = "Oh, gracias a los siete soles. Nuestra capa de invisibilidad estaba a punto de desaparecer".
RM_ed04c3b7-cd8c-41e5-b307-966e75a01f15 = "Soy el capitán Wopol del Paramount, un pequeńo barco de Jansaria".
RM_197779a1-3576-43c3-a806-0adf2c9a6cc6 = "Tengo un cargamento muy valioso, pero los piratas de Kerlan nos atacaron".
RM_d12fdac6-b523-4568-83b0-85a457140946 = "Por favor, transpórtanos a mí y a mis hombres a bordo. Puedes llevarte mi cargamento".
RM_8234cba9-db2e-42ad-9f03-357133ba4aa7 = "No requerimos ningún pago por rescatarlo".
RM_ddb2435f-b61c-4868-ba95-1d06910460a0 = "Transpórtalos a bordo, Colin".
RM_35eebec1-7a53-4325-9f05-eabc6fb7ab7e = "No puede hablar en serio, seńor. ˇPodrían ser piratas!"
RM_64be6c6e-8f7f-4c32-a195-16ce8f1667cd = "No tenemos tiempo para discutir. Su barco está a punto de romperse".
RM_71e4ae65-9f58-41b3-adcb-a71058cc3472 = "Caiga sobre su cabeza, seńor".
RM_cf699ea8-b304-42af-a00d-a61cb7d37a9d = "*ruidos de teletransportación*"
RM_dfb2cb58-7302-45e7-9622-0b49cf28587c = "VHS: Equipo espacial S3.02"
RM_c7272a54-f9a7-4f9b-a484-9819484ea1af = "S3.02 - El ataque de los piratas de Kerlan"
RM_ee94bd08-0e14-4dde-94c9-d3eb0b661e27 = "Fecha espacial 7436A. Hemos dejado la proximidad de la galaxia Aurora".
RM_8450e258-7f4c-444e-acd7-fb5cffdcb2c2 = "Los jansarianos permanecen en cuarentena. Parecen contrabandistas de poca monta".
RM_590ef27e-4012-424e-b7dc-8f3ca7665d40 = "Ahora continuamos con nuestra misión original de intercambiar el puesto avanzado 66B".
RM_948b6b9c-713f-4b00-ac75-9515b4d36e6f = "Deberías descansar un poco, Juan".
RM_afdd9289-728e-44a8-b2d8-0c159bce78e0 = "No tienes que vigilar a los contrabandistas todo el tiempo".
RM_bb8cbbd3-652c-4304-9554-ee1a2f475887 = "Nos falta una pieza del rompecabezas, Sam".
RM_18848d9b-6bbe-4a57-b14e-774ad3d52f95 = "Bueno, al menos tómate un café espacial, te vas a quedar dormido..."
RM_d2d20763-83cb-494c-9dae-67adaf6507f2 = "Capitán seis... no, ˇdoce naves de Kerlan han entrado!"
RM_62e41b00-ac29-4404-b0f7-07192db36612 = "ˇSe acercan torpedos! ˇManiobras evasivas!"
RM_8cc6a0dd-ebe8-4d5c-8aae-2fee6d542955 = "*explosiones, efervescencia eléctrica*"
RM_ddbf061d-4deb-4666-a1cc-d657ee95b26c = "ˇMáxima potencia para proteger los generadores!"
RM_f7c14ac7-a30c-4e05-b29a-b5c9bf802234 = "ˇSácanos de aquí, Colin!"
RM_88f11e0e-7604-47dc-91b7-8d92be141e7f = "ˇSí, sí, capitán!"
RM_c0eb91bf-ff65-4578-9469-a2f6db88b89c = "*explosiones, rayos láser, ruidos de deformación*"
RM_861dfc5c-a29f-4064-b910-399f4fe96c16 = "VHS: Equipo espacial S3.03"
RM_963e431f-3ff2-48d2-a736-ae54e58cae6a = "S3.03 - El planeta perdido"
RM_10041d91-d0bd-45a4-b02f-369968fb61a5 = "Fecha espacial 7442A. Escapamos con éxito del ataque de Kerlan..."
RM_63e1b511-37ca-4252-99e1-06a52dd13677 = "...y hoy termina la cuarentena de los jansarianos".
RM_9f01424d-01f7-4dd1-927c-d6d60701ebb2 = "Tal vez podamos averiguar qué es lo que tienen que es tan valioso..."
RM_d777f179-8e92-43f6-b791-a48bcac1672a = "Capitán Juan. żSe acabó nuestra cuarentena?"
RM_d51f430f-0722-463f-9766-de9a2ebe8c60 = "Así es, Capitán Wopol. Pero usted es la razón por la que los Kerlan nos atacaron".
RM_3e958cad-fc6d-4a2b-82bb-c6b365ecd10d = "żEstuvimos?"
RM_6bca1dfe-f56f-47bb-9130-9763a31a72d2 = "Dijiste que estás contrabandeando algo valioso. Y, sin embargo, nuestros escáneres..."
RM_e3983953-2a2a-4a6e-a08f-711775f8a11f = "...solo se encontraron piezas de máquinas y aceites tamarianos".
RM_0931bf4c-a5d7-415a-b98e-3a95b976e89a = "Ya veo... Gracias por salvarnos, Capitán. Pero la verdad es..."
RM_95e6f9a2-6cd1-4eca-8211-f324ade9c9ac = "... no sabemos cuál es realmente nuestro objeto valioso".
RM_57f8776e-b02f-413f-95ae-cb9ce0014720 = "Seguí una seńal extrańa y la encontré flotando cerca de un agujero negro".
RM_e6bebc60-69eb-48e5-91e9-f0d74c5ea2a3 = "Sabíamos que era especial con solo mirarlo. Es como si nos estuviera observando".
RM_2c4bd11f-c82f-42a5-aa62-6770fa8a4db5 = "Si está poniendo en peligro este barco, puede deshacerse de él. Aquí".
RM_61c60e9f-ea88-4f37-a14a-e7610a4341b7 = "A mí me parece una pequeńa pirámide negra ordinaria. Tal vez un recuerdo".
RM_2942d450-8284-4323-a527-6c732d53deec = "Y sin embargo... no puedo apartar la mirada. żPodría ser... no, no es posible..."
RM_ad16cf76-040a-4ae0-b7a7-0d4cc7e2bedd = "Seńor, no se lo va a creer".
RM_aba367fc-30cd-4aaf-b493-77bc5c2522ec = "ˇPero, de la nada, acaba de aparecer un nuevo planeta en nuestra mira!"
RM_7ccea845-b467-42bb-a0fc-37cc2b500fe3 = "VHS: Equipo espacial S3.04"
RM_0b2543bd-beba-42a2-9378-5f2c26e8be9c = "S3.04 - La Pirámide de Ollarf"
RM_c3648ad8-dcbc-4c19-8ded-13150bd452d2 = "Fecha espacial 7444A. Los jansarianos nos han dejado y se han llevado su carga..."
RM_8482b303-820c-46e7-adce-f45a9574e7a2 = "...aparte de la pequeńa pirámide negra. Fascina a la tripulación y a mí..."
RM_c9a88069-362c-497e-8600-63f62f3b364b = "... pero no sabemos por qué".
RM_99ffa315-5aa5-4807-88ae-233e5bc5e003 = "Y ahora ha aparecido un planeta completamente nuevo cerca, y vamos a explorarlo".
RM_8aaffd58-ff5e-45de-9be9-f24ec18efa44 = "Planeta parecido a la Tierra. Muy parecido a la Tierra. Pero definitivamente un planeta alienígena que no es la Tierra".
RM_23135c9d-ecde-413b-8d2d-6f077533eefb = "Se ve como en casa, pero de alguna manera diferente".
RM_8378eae8-0acb-4991-81e2-31061a8ecb8b = "Formas de vida detectadas. Humanoide".
RM_1ae10e34-5d89-4c26-89ce-13443c83cd2d = "żEso es... un pueblo? Junto al bosque".
RM_330906fa-7bee-4e70-aaf1-5843f640ca36 = "Parece un lugar en la Tierra, antes de que fuera destruido..."
RM_72003a09-ff6b-4696-8e13-8ac4707c137e = "La pirámide vibra. Está... apuntando".
RM_606df38f-b0d1-4dc1-8f86-01842b656a0c = "Quiere que vayamos allí".
RM_c8b234dc-180b-41c3-9a27-79721b7c743a = "Ya sé qué es esto".
RM_b8fa99d7-343d-472f-802e-0ad1ed005579 = "Es la Pirámide de Ollarf..."
RM_d2f05932-6ce5-4fd2-a29e-c113fd5719a6 = "No puede ser".
RM_44ca22be-b494-4ac7-8bb6-94342dc6218b = "Lo es. ˇY nos lleva a casa!"
RM_a0060377-0738-4f6b-98ed-04714ce7bf9b = "VHS: Equipo espacial S3.05"
RM_886ac07c-0c68-497a-97bc-f2d619108e7e = "T3.05 - El regreso"
RM_0880936b-cd38-42bc-8302-143ec4c9cdcc = "Fecha espacial 7444A. Seguimos en la superficie del planeta".
RM_073a8bee-c4a1-4744-a50f-b5b56aaf19d4 = "Es como la Tierra. Es como el hogar. La pirámide de Ollarf indica el camino".
RM_fe137512-4117-4f64-9692-091a6c9c7d6f = "No, no puede ser. Esa es... la casa en la que crecí. Pensé que se había ido para siempre".
RM_758efaf9-4792-4c01-8669-27dccb7a63eb = "ˇMami! ˇMami, te veo!"
RM_160b0800-48d9-4d12-8466-3f6999624f89 = "ˇColin, vuelve!"
RM_c02fc092-aa11-4dde-b750-302b057b593f = "Allá... la cabańa de mi tío. Donde construí mi primer androide".
RM_427876a5-ded6-4d72-afc2-42e50aa684c5 = "żCómo está pasando esto, Juan?"
RM_3dc38038-d7b8-4830-bbc6-60ea44bc78ac = "ˇJoy, no corras! ˇPodría ser una trampa!"
RM_3e9054a8-1273-446b-bdbd-03d0c17336c9 = "ˇNO HAY TRAMPA, CAPITÁN! ˇESTÁS EN CASA!"
RM_24490a8c-d510-4df8-898b-1bdf377805d7 = "La pirámide... está hablando..."
RM_652675db-d736-4c60-a16d-e6f47dca2659 = "ˇMIRE A SU IZQUIERDA, CAPITÁN!"
RM_5dbdc709-5e42-4533-ae0f-6f8975109bed = "No... no puede ser. Mamá... Papá... estás vivo..."
RM_d98d9fa2-6060-47f5-bc96-d99e53f74f2d = "*sollozando*"
RM_04c62e61-1153-42cf-a8c4-e8028e491ea5 = "żCapitán? żCapitán? Dios mío. El planeta acaba de desaparecer".
RM_2b2e4e8d-a4b8-408a-9227-0c62f25dbdc3 = "Capitán, la Ruta de la Seda te necesita o nunca podremos volar a casa".
RM_4fd449bc-941d-4947-89e6-c73994374a58 = "Por favor responda. Por favor..."
RM_3ebe59dc-dfa7-490e-ab4c-89aecde89662 = "VHS: Los Thompson S3.01"
RM_8cf58a88-b6ed-4f9f-8609-42930e2075f8 = "Los Thompson"
RM_a45e69f7-95ca-40ce-9f9c-2f49921ba0ef = "S3.01 - Cabello de hierba"
RM_aba5dbef-f593-4be1-917b-ae2c9e74cb88 = "[img=música]Música de ritmo rápido.[img=música]"
RM_b1f3856a-0e1c-4b98-b5d5-651d15a46a1d = "... Todo lo que digo es que no sabes lo que hay en ese suplemento para el cabello, Herb".
RM_5f5d6a71-9c83-41c2-b7ec-5fbad838535c = "Pero Marie, el hombre calvo es el más discriminado en Estados Unidos".
RM_028378c1-e42c-4d9c-88df-7b12e5894771 = "Se ríen de nosotros, nos menosprecian..."
RM_0581cf25-4a83-4e4a-9077-b5e64ceb7639 = "...llamado "calvo", "cabeza de huevo", "skinkull"..."
RM_1f086681-2e8e-4318-83de-98f2198d248c = "Bueno, eso termina hoy, ˇgracias por Peroxinil!"
RM_3935b097-68e7-43c3-994b-a3d3aa3c0018 = "Ah, ahí estás, Thompson. Vaya, qué cabello tan delicioso".
RM_8e0924e9-3ff7-48e6-a63b-8278c7e1d3c1 = "Un tipo con una melena así no debería languidecer en el Sector Inferior".
RM_c88de8ea-da55-4e9e-b5b5-eed6a2033e2d = "żQué le parecería un puesto ejecutivo?"
RM_c884fe15-7eac-45c8-8858-6e8b2c18ca77 = "ˇMarie, tienes que ayudarme! ˇSe me acabó el Peroxinil! ˇSe me está cayendo el pelo otra vez!"
RM_e8d1b58c-fdb4-4fce-a6cb-946d916de105 = "Lo siento, Herbie, pero el Congreso acaba de prohibirlo..."
RM_94ba35e7-bca9-41fc-80d7-bc8240cd84ab = "ˇThompson! żQué le pasó a tu cabello?"
RM_84e35cd6-0177-42a5-8bf7-4156b4eff22b = "ˇNingún skinskull puede ser un ejecutivo! De regreso al Sector Inferior contigo..."
RM_eb7abe88-ea19-474f-bd87-ca3f7f079381 = "<suspiro> Supongo que estoy destinado a ser calvo".
RM_a40e977a-b29f-4b2d-a10c-832eec699e03 = "Bueno, siempre serás mi calvo favorito..."
RM_17ccfa00-3731-46ce-90eb-2e6378772e72 = "<beso>"
RM_2885ad75-de54-452d-a5d0-dfbfb8b1e5b2 = "VHS: Los Thompson S3.02"
RM_f4274650-a486-47ec-9b99-8e0d69aaf3cb = "S3.02 - Tranvía de alta velocidad"
RM_0b732cb9-a9a3-49e4-bab0-489bbe96a748 = "...żTiene alguna idea de cómo debemos usar nuestros cuatro millones de dólares, seńor?"
RM_cb78659f-904c-4913-bbd9-fb200fe0fbe6 = "Lo haré mejor que eso, alcalde Grimsby. ˇSe lo mostraré con una canción!"
RM_6bcbeda5-cc2c-40e8-8078-6390b9cfc78c = "[img=music]No hay nada como un robusto tranvía de alta velocidad para cinco coches...[img=music]"
RM_55a41629-6157-452e-98f0-348986e28aa5 = "[img=música]żCómo se llama?[img=música]"
RM_be817ba8-4356-4e07-b9ed-4f9e2e994c89 = "[img=música]Tranvía de alta velocidad... [img=música]"
RM_a6ab7677-fc84-41ed-8e67-f28fe0378f3d = "[img=música]żCómo se llama?[img=música]"
RM_bacb7e60-ea9f-4d12-a8b2-ffc6f7694a07 = "[img=music]Oigo que esos tranvías hacen mucho ruido...[img=music]"
RM_1e378b74-c249-4918-8ffc-0a9ac9ba1c0f = "[img=music]No con las aleaciones especiales de nuestro tranvía. [img=music]"
RM_79369029-83ab-4d25-b1b8-b5fc2365c139 = "[img=music] żCuáles son las probabilidades de descarrilar? [img=music]"
RM_33e96a5e-bf6f-4fdd-aacc-fde6ae654c9a = "[img=music] ˇHay más posibilidades de que falle el amanecer! [img=music]"
RM_5739f61c-bf88-4a94-bc9b-5aa4c74e5b38 = "[img=music] żQué pasa con todos los bichos raros y raros? [img=music]"
RM_c7825031-fbb4-4527-a660-77350ce64f1f = "[img=music] Les darán todos los asientos más baratos. [img=music]"
RM_b53a5cd7-bdfa-4eb2-9f8e-639f911468fc = "[img=music] ˇCreo que eres uno de los secuaces de Satanás! [img=music]"
RM_c9407e6d-71ca-40ec-ad06-b3d2062d5bbd = "[img=music] Muy bien seńor, esa es solo su opinión. [img=music]"
RM_d4386718-efdf-4441-a44a-e4c6f3ec9e13 = "[img=music]Juro que es la única oportunidad de este pueblo...[img=music]"
RM_5353eb00-4fac-43de-b628-f180785ba838 = "[img=music]ˇLevanta las manos y baila![img=music]"
RM_65362624-4a29-4a57-a427-80279684ec66 = "[img=music]ˇCanta fuerte![img=music]"
RM_f1aec6e6-c5bd-4606-97d6-56f6a21f0773 = "[img=music]ˇTranvía de alta velocidad![img=music]"
RM_0b7339e9-501c-4dc6-b2d9-886a8720107a = "Alta velocidad... <gruńido molesto>"
RM_4e49e943-7fc5-4597-a12b-eabc5a157b50 = "VHS: Los Thompson S3.03"
RM_1bf4f6bc-8165-4e64-8cf6-3d34038c85b6 = "T3.03 - Despiden a Marie"
RM_67791988-49e8-4a1b-809c-0b2e7a8e196d = "...ˇGuau, seńora Thompson, gracias por apagar el fuego en la biblioteca!"
RM_eb3cadbc-d70b-4003-a124-012067ed26f3 = "żHa considerado unirse al departamento de bomberos de la ciudad?"
RM_afb8b25b-5e67-4b08-8ca3-5024505d9171 = "Mmmmm..."
RM_c6cde255-9f5b-43cf-9c07-2153430cb89f = "Pero Marie, si eres bombero, żquién cocinará la cena?"
RM_fb098820-0fc4-4d1a-bc79-1b0a5e1760a2 = "Oh, Herbie, dejaré todo en el horno. Solo enciéndelo..."
RM_8d35f76a-c3ff-437b-a6de-4ea26a74bf11 = "Buen trabajo, Thompson. ˇAcabas de terminar nuestro curso de entrenamiento en un tiempo récord!"
RM_e15f6e4f-1df3-44b4-b510-b626a5952e48 = "*la radio cruje* Cinco alarmas de incendio, en la calle Clowater".
RM_6d71fe9c-112b-469b-bbe7-fe2aa7e7f242 = "ˇOh no, esa es mi calle!"
RM_c4e519a0-9c4e-4e84-bcbf-37580821d3bb = "ˇOh, Herbie, está bien, el fuego se apagó ahora!"
RM_067dd8bb-52b7-4eb6-8b10-821165631e5c = "Oh, Marie, no sabía que se suponía que no debías poner papel aluminio en el microondas..."
RM_80e58fc8-cdd9-495b-803a-f7b332ca17ba = "<suspiro> Supongo que la verdadera extinción de incendios... comienza en el hogar".
RM_ffb3696f-9266-4fbe-a6e0-b8ccdbb930a2 = "Lamento perderte, Thompson".
RM_7f1bbe7f-690e-401b-ac7d-40b868b15528 = "Lo siento, Marie. Sé que ese trabajo significó mucho para ti..."
RM_01918ae7-ea49-4516-a61e-d0d2d093d400 = "Está bien, Herbie. Enciendes mi fuego todos los días".
RM_b495c815-4d94-4316-b148-e6120b0720ff = "VHS: Los Thompson S3.04"
RM_4f530fd4-039d-4d65-a9ba-8a590a504dcf = "S3.04 - Lester falla"
RM_8e60e9c1-38de-498f-a822-c9769601063a = "Los resultados de estas pruebas son terribles, Lester".
RM_a9128651-d4b6-421b-8cfd-f10c071b88a4 = "Lo siento. He estado bajo mucho estrés. Con la economía y todo..."
RM_5bc1fc96-d631-4e15-a41f-8a5bfd5cfc4a = "No seas sabio, joven. Detención hasta que empieces a estudiar".
RM_bb5a48ac-58f0-417a-a404-095e5c01e452 = "Esto apesta. A casa después del anochecer. Apenas hay tiempo para tirar un bloque de cemento del paso elevado..."
RM_a3f01401-edb6-4962-bc63-c4fd46f752ea = "Sé cómo te sientes, hijo".
RM_2d600fdd-ddce-4e50-b3ab-91efaaee0561 = "Cuando yo tenía tu edad, las cosas también estaban mal. żSabes lo que hice?"
RM_a0490b17-6069-44d0-b65e-6a909c49a2be = "żEstudió mucho y aprobó sus exámenes?"
RM_c35e6403-779d-4449-87e9-ddd827e680b5 = "Demonios, no. Soborné a un nińo más inteligente para que me pasara las respuestas".
RM_79f17cd7-ec1d-4c7c-b98f-0120abf5097f = "Vaya Lester, estos resultados son otra cosa".
RM_4445c56c-9447-4e5d-8980-9e33b71650e1 = "Gracias, seńora. Simplemente apliqué mi perspicacia".
RM_4b81708f-8a06-4b4e-81d4-5c5429b181b8 = "ˇToda la respuesta fue incorrecta!"
RM_d28cc42b-e6ca-4c6c-80d7-fbe976f96413 = "żżżQué???"
RM_aa7c6a0f-4b69-43aa-92eb-80babffa5cb4 = "...Psst, se suponía que me pasarías las respuestas correctas, Taylor".
RM_a0d018b3-9b38-40ff-8ccd-10f511a338e3 = "No deberías haber tirado un bloque de cemento en el descapotable de mi padre, Lester".
RM_e6a7a623-0cb7-4690-b7ef-ffb5a241c860 = "<gemidos>"
RM_d82119eb-93ac-4669-81a9-9e6832ea2726 = "VHS: Los Thompson S3.05"
RM_d26d9d78-25be-48ea-8290-12dbbb8b3e09 = "S3.05 - Casa del terror de Halloween"
RM_c7cff523-8935-4eda-9eab-c6e24db65bf2 = "ˇLa ciudad entera no puede estar bajo el control de los alienígenas, Lester!"
RM_07eccfcb-1bf5-489c-a498-5a5f0141e62a = "Solo te digo lo que vi, Eliza".
RM_0872ea8f-aa99-4e8e-a042-01c99e13143b = "El alcalde Grimsby y el jefe Johnson hablan en un idioma desconocido..."
RM_c77808c0-c6a8-42d4-9e9a-36c4910d67fe = "Solo están practicando para la obra local. Está en francés".
RM_04d6027e-ec69-45c2-bed5-f6a86ce73eeb = "żAhora me crees?"
RM_7984d198-3237-41ce-88e7-e8df6fe2f75c = "żCómo pueden los extraterrestres controlar a mamá y papá?"
RM_132b27c7-3df3-41dd-b07c-eca9f7ea5152 = "Debe haber una nave nodriza donde están todos los alienígenas".
RM_2cae2caf-f712-4252-a985-d731b87fe0bd = "ˇTenemos que destruirlo!"
RM_08106210-ff28-470a-bf92-6860ba9d9187 = "Alto. Soy Komatos".
RM_49109aed-9e0b-4fcb-ae6a-f9a161ccb5b5 = "ˇDejen de esclavizar nuestra ciudad, grandes monstruos viscosos!"
RM_8e021fe1-338b-4c9e-8cae-9bcdb89c23f1 = "żEsclavitud? Simplemente mostramos a tu gente visiones de un futuro mejor".
RM_bdc8fbaa-01bb-42e4-b82c-0f9544de8076 = "Los hemos juzgado mal, humanos. Son mezquinos y cínicos".
RM_feeeae7f-379c-45f4-b013-003d8c682c1b = "No estás listo para unirte a nuestra federación intergaláctica de amor y felicidad".
RM_ff31c349-e4f6-4f2f-9cfc-1cf890e942f9 = "<nave nodriza se aleja>"
RM_e54f5b41-0930-45ef-aedf-a4c49b6c3685 = "Bien hecho, Lester. Ahora nunca tendremos la paz mundial".
RM_71915b54-3e28-478d-878e-47be5e09ea91 = "ˇNo es mi culpa!"
RM_a5f20ba8-358d-4343-87c8-6e10d9ead1c4 = "VHS: Totalmente equivocado S2.01"
RM_dd6c3ae8-eb57-4001-8b28-07494ffb1814 = "Totalmente equivocado: la serie"
RM_99700dbf-ef03-472d-9695-4d8f99e8c731 = "T2.01 - Tarde muerta"
RM_64034768-ea44-43da-8b2f-fed8f24bc401 = "[img=music]Música funky y dramática.[img=music]"
RM_f5615d3b-15fe-4ac0-a2a6-5330eaec49ac = "Bueno, Larry, atrapaste a ese ladrón, pero causaste..."
RM_ef4752cc-8cee-4f11-8160-7a9e4c563899 = "... ˇ$50 millones en dańos a la propiedad de la ciudad!"
RM_f3cd7557-0434-4d05-be58-29e7688b18f0 = "Debería llevarte a Traffic, pero en lugar de eso te daré un nuevo socio..."
RM_6b0dc2bb-dc13-4ff8-8624-673b8caf175d = "Hola, inspector Salatch, soy Mindy Cooper".
RM_87f54cb6-ed95-456b-b261-b2a5201bd679 = "żżżUNA MUJER??? Maldita sea..."
RM_70aa8623-6f32-499f-ba07-e69e25825fdf = "*radio estática* Todas las unidades, adelante. Atraco a un banco en curso en la calle 54..."
RM_5724fe48-1735-4bdb-82f1-69f5517fac6e = "Parece que ustedes dos tienen su primer caso".
RM_05566288-7a84-421a-bc1f-82a0f99f954a = "ˇEscuchen, policías! Tenemos rehenes. Queremos un auto, un avión, varias mochilas propulsoras..."
RM_24f3aeb1-05ec-4be1-8b86-69af34edf1d2 = "Será mejor que nos escabullamos por la parte de atrás, Larry".
RM_4e7ec8d9-9b8f-4d70-b16e-12849ca583eb = "Típica histeria femenina. Tengo una idea mejor".
RM_c102939a-cce5-43f6-a5fb-b3c8cbf1ce8c = "*varios disparos*"
RM_7dd60015-3fb2-4f22-b998-312489284fe9 = "Felicitaciones Larry, acabas de disparar a cuatro policías".
RM_458dbba8-feae-4f8e-8d41-c1ed3e55da37 = "ˇOh... Bueno, fue su culpa por estar allí con armas!"
RM_8325e8b1-81b2-4a90-96e4-5f1c7ad4f669 = "VHS: Totalmente equivocado S2.02"
RM_2543f116-d04b-4fee-bb9b-a56b22e1b414 = "S2.02: primero, preguntas después"
RM_179974f8-acb3-4fc7-8791-71669f13f5a5 = "Hola Larry. żOtro socio nuevo?"
RM_d9e98835-0e7d-431d-a92f-8aa45e10582e = "Soy el inspector Cooper. żQué tenemos sobre la víctima?"
RM_ed4b64a9-8c02-4bad-a2ee-4c00f468c0cd = "Kevin Ragotti. Era el dueńo de este restaurante. Parece que alguien envenenó su cannoli".
RM_fb69d3d4-6829-4b26-b76e-4ed23efd657c = "Su madre lo encontró".
RM_6481986f-661b-4b35-b34e-08680064cc3f = "żVio a alguien sospechoso, Sra. Ragotti?"
RM_c8c7c31c-8d7d-45c1-b859-9fa91ac28336 = "Un hombre, con un abrigo largo. Lo vi vertiendo polvo blanco en los cannoli de Kevin".
